active,Source Name,Source Domain,Source Country Code,Source State,Source City,candidate_address_zip,Match Result,Match Type,Best SID,Account,HQ SID,WHQ SID,DHQ SID,Marketing Alias,Street Address,City,State,ZIP,Country Code,Country Name,Domain,name_normalized,marketing_alias_normalized,levenshtein_idx,Source Segment,No Bids (Last 30 Days),Impressions (Last 30 Days),MEI,Revenue Range,Employee Range,Industry,Sub-Industry,Audience,has_ip,Source Segment,custom_attribute
true,MERMEC,mermecgroup.com,,,,,match,exact domain,116509606,Mermec Inc,116509606,116509606,116509606,Mermec,220 Outlet Pt Blvd,Columbia,SC,29210-5667,US,United States,mermecgroup.com,mermec,mermec,0,Business Services,74,0,1,,,Business Services,General,SMB,true,Business Services,
true,Merus Audio,merus-audio.com,,,,,match,exact domain,117003897,Eximo Inc,117003897,117003897,117003897,Eximo,3820 Del Amo Blvd Ste 235,Torrance,CA,90503-7716,US,United States,merus-audio.com,eximo,eximo,0,Real Estate,575,0,6,,,Real Estate,Agents & Brokerage,SMB,true,Real Estate,
true,MES,mes-sa.com,,,,,match,split domain,114399863,Mes Yura Inc,4071059,4070670,4070670,Mes Yura,193 13 Ajiro Yuracho,Wakayama,,,JP,Japan,mes.co.jp,mesyura,mesyura,0,Manufacturing,5356,0,54,Over $5B,Enterprise,Manufacturing,Ship Building & Repair,Enterprise Business,true,Manufacturing,
true,MESCO Engineering GmbH,mesco.de,,,,,match,exact domain,67096031,Mesco Engeneering GmbH,67096031,67096031,67096031,Mesco Engeneering,Berner Weg 7,Loerrach,BW,79539,DE,Germany,mesco.de,mescoengeneeringgmbh,mescoengeneering,0,Business Services,383,0,4,$10M - $25M,Small,Business Services,Technical,SMB,true,Business Services,
true,Meseda,meseda.com,,,,,match,metaphone name,52412344,Mesda,52412344,52412344,52412344,Mesda,924 S Main St,Winston Salem,NC,27101,US,United States,mesda.org,mesda,mesda,1,Recreation,0,0,0,$5M - $10M,Small,Recreation,Art & Galleries,,false,Recreation,
true,MESIT,mesit.cz,,,,,match,exact domain,25097124,Fimes AS,25023601,25023601,25023601,Fimes,Sokolovska 573 Uherske Hradiste 1,Uherske Hradiste,,68601,CZ,Czech Republic,mesit.cz,fimes,fimes,0,Manufacturing,0,0,0,$25M - $50M,Mid-Market,Manufacturing,Metal Products,,false,Manufacturing,
true,Mesotic,mesotic.com,,,,,match,metaphone name,8634407,Mesotec,8634407,8634407,8634407,Mesotec,3575 Boul Industriel,Sherbrooke,QC,J1L 1X7,CA,Canada,mesotec.ca,mesotec,mesotec,3,Manufacturing,10093,0,101,$10M - $25M,Mid-Market,Manufacturing,Industrial Equipment,SMB,true,Manufacturing,
true,Message Consulting,messageconsulting.co.uk,,,,,match,soundex suggestion,116507675,Mosaic Consulting Group,116507675,116507675,116507675,Mosaic Consulting,5123 Virginia Way A23,Brentwood,TN,37027,US,United States,mosaic-cg.com,mosaicconsultinggroup,mosaicconsulting,11,Software & Technology,10396,0,104,,,Software & Technology,Data & Technical Services,SMB,true,Software & Technology,
true,Messner Emtronic,messner-emtronic.de,,,,,match,exact domain,67207210,Günter Meßner,67207210,67207210,67207210,Günter Meßner,Breitwasenring 23,Dettenhausen,BW,72135,DE,Germany,messner-emtronic.de,güntermeßner,güntermeßner,0,Automotive,0,0,0,$1M - $5M,Small,Software & Technology,Specialized Equipment,,false,Automotive,
true,Messuille Oy,messuille.fi,,,,,match,soundex suggestion,111319021,Mesiel Oy,111319021,111319021,111319021,Mesiel,Terminaalikatu 7,Kokkola,,67700,FI,Finland,mesiel.fi,mesieloy,mesiel,15,Construction,0,0,0,$5M - $10M,Small,Construction,Contractors,,false,Construction,
true,metalscan,metalscan.fr,,,,,match,exact domain,62152514,Metalscan,9782829,3831869,62152514,Metalscan,Rue des Artisans,St Loup De Varennes,BFC,71240,FR,France,metalscan.fr,metalscan,metalscan,0,Automotive,0,0,0,Over $5B,Enterprise,Software & Technology,Specialized Equipment,Enterprise Business,true,Automotive,
true,Metaswitch Networks,metaswitch.com,,,,,match,exact domain,8587031,Data Connection Ltd,8587031,8587031,8587031,Data Connection,100 Church Street,Enfield,ENF,EN2 6BQ,GB,United Kingdom,metaswitch.com,dataconnection,dataconnection,0,Software & Technology,42809,0,428,$100M - $250M,Mid-Market,Software & Technology,Data & Technical Services,Mid-Market Business,true,Software & Technology,
true,Metroic,metroic.com,,,,,match,metaphone name,10017486,Metric AS,9566365,9566365,10017486,Metric,Nordasveien 5,Oslo,03,1251,NO,Norway,metric.no,metric,metric,1,Manufacturing,1318,0,13,$10M - $25M,Small,Manufacturing,Industrial Equipment,SMB,true,Manufacturing,
true,Metropolis International Group,metropolis.co.uk,,,,,match,exact domain,10580183,Metropolis International UK Ltd,10580183,10580183,10580183,Metropolis International,140 Wales Farm Road,London,EAL,W3 6UG,GB,United Kingdom,metropolis.co.uk,metropolisinternational,metropolisinternational,0,Media & Entertainment,4675,0,47,$25M - $50M,Mid-Market,Media & Entertainment,Publisher,SMB,true,Media & Entertainment,
true,Metso,metso.com,,,,,match,exact domain,448413,Metso Corporation,600835,3757771,600835,Metso,617 Yorkville Park Sq,Columbus,MS,39702,US,United States,metso.com,metso,metso,0,Manufacturing,161613,601,1616,Over $5B,Enterprise,Manufacturing,Plastic Resin,Enterprise Business,true,Manufacturing,
true,Mettler-Toledo International,mt.com,,,,,match,exact domain,504829,Mettler Toledo International Inc,504829,504829,504829,Mettler Toledo,1900 Polaris Pkwy,Columbus,OH,43240,US,United States,mt.com,mettlertoledointernational,mettlertoledo,0,Manufacturing,206279,10303,2063,$2.5B - $5B,Enterprise,Manufacturing,Test & Measurement,Enterprise Business,true,Manufacturing,
true,mf,tu-berlin.de,,,,,match,exact domain,95841495,Technische Universitat Berlin Tu,95841495,95841495,95841495,Technische Universitat Berlin Tu,Strase Des 17. Juni 135,Berlin,BE,10623,DE,Germany,tu-berlin.de,technischeuniversitatberlintu,technischeuniversitatberlintu,0,Education,48649,0,486,$500M - $1B,,Education,University,Education,true,Education,
true,MFA,kfki.hu,,,,,match,split domain,122886563,Museum of Fine Arts Boston,122886563,122886563,122886563,Museum of Fine Arts Boston,Avenue Of The Arts,Boston,MA,02115,US,United States,mfa.org,museumoffineartsboston,museumoffineartsboston,0,Recreation,89030,0,890,$50M - $100M,Mid-Market,Recreation,Art & Galleries,Mid-Market Business,true,Recreation,
true,M-Fact,m-fact.com,,,,,match,metaphone name,69515973,Mafact,69515973,69515973,69515973,Mafact,Avenue De L'araucaria 108,Bruxelles,,1020,BE,Belgium,,mafact,mafact,3,Wholesale Trade,0,0,0,$1 - $1M,Small,Wholesale Trade,Office Equipment & Electronics,,false,Wholesale Trade,
false,mffs gmbh,trash-mail.com,,,,,no match,duplicate input,,,,,,,,,,,,,,,,,,0,0,0,,,,,,false,,
true,mffs gmbh,byom.de,,,,,match,metaphone name,28094249,Mfsa GmbH,28094249,28094249,28094249,Mfsa,Ottostr. 82,Ottobrunn,BY,85521,DE,Germany,,mfsagmbh,mfsa,3,Real Estate,0,0,0,$1 - $1M,Small,Real Estate,Agents & Brokerage,SMB,true,Real Estate,
true,MGI,mgi-fr.com,,,,,match,exact domain,8762914,Mgi Digital Technology,8762914,8762914,8762914,Mgi Digital Technology,4 Rue de la Meridienne,Fresnes,IDF,94260,FR,France,mgi-fr.com,mgidigitaltechnology,mgidigitaltechnology,0,Manufacturing,5171,0,52,$25M - $50M,Small,Manufacturing,Industrial Equipment,SMB,true,Manufacturing,
false,mgu,mgu.bg,,,,,no match,duplicate input,,,,,,,,,,,,,,,,,,0,0,0,,,,,,false,,
true,MGU,bk.ru,,,,,match,split domain,13388896,Miyagi Gakuin Women's University,13388896,13388896,13388896,Miyagi Gakuin Women's University,,Miyagi,12,,JP,Japan,mgu.ac.jp,miyagigakuinwomen'suniversity,miyagigakuinwomen'suniversity,0,Education,1395,0,14,,,Education,University,Education,true,Education,
true,mhmp,mepnet.cz,,,,,match,metaphone name,117879971,Mimp SA,111096995,111096995,111096995,Mimp,Str. Ion Nitescu Nr. 42,Babadag,,825100,RO,Romania,mimp.ro,mimpsa,mimp,3,Furniture,0,0,0,$1M - $5M,Small,Furniture,Household,SMB,true,Furniture,
true,MIBA Systems,mibasystems.com,,,,,match,soundex suggestion,119892225,MB Systems,119892225,119892225,119892225,MB Systems,1007 N Federal Hwy,Fort Lauderdale,FL,33304,US,United States,mbsystems.net,mbsystems,mbsystems,4,Construction,368,0,4,$1 - $1M,Small,Construction,Contractors,SMB,true,Construction,
true,Michael Schade,dsp4hire.dk,,,,,match,soundex suggestion,69271593,Michael Gschaider,69271593,69271593,69271593,Michael Gschaider,Rohrbacherstr. 18,Puchberg,,2734,AT,Austria,,michaelgschaider,michaelgschaider,3,Manufacturing,0,0,0,$1M - $5M,Small,Manufacturing,Lumber Products,SMB,true,Manufacturing,
true,Michelin,michelin.com,,,,,match,exact domain,2254345,Michelin Corporation,5808,62311655,5808,Michelin,1 Parkway S,Greenville,SC,29615,US,United States,michelin.com,michelin,michelin,0,Automotive,77412,3514,774,$2.5B - $5B,Enterprise,Automotive,Retail,Enterprise Business,true,Automotive,
true,Michell Instruments,michell.com,,,,,match,exact domain,10648592,Michell Instruments Inc,76871865,76871865,10648592,Michell Instruments,319 Newburyport Tpke Ste 207,Rowley,MA,01969,US,United States,michell.com,michellinstruments,michellinstruments,0,Manufacturing,12123,0,121,$1M - $5M,Small,Manufacturing,Test & Measurement,SMB,true,Manufacturing,
true,Micma GmbH,micma.de,,,,,match,metaphone name,69283050,Mcm GmbH,69283050,69283050,69283050,Mcm,Jahnstrasse 5,Salzburg,,5020,AT,Austria,mcm.at,mcmgmbh,mcm,2,Manufacturing,0,0,0,$1M - $5M,Small,Manufacturing,Plastic Products,SMB,true,Manufacturing,
true,Micon,micon.bg,,,,,match,split domain,23116682,Micon Inc,23116682,23116682,23116682,Micon,8251 Youngstown Salem Rd,Canfield,OH,44406,US,United States,micon.net,micon,micon,0,Construction,2136,0,21,$1M - $5M,Small,Construction,Contractors,SMB,true,Construction,
true,miControl,micontrol.de,,,,,match,exact domain,111441670,Micontrol GmbH,111441670,111441670,111441670,Micontrol,Blankenfelder Chaussee 1,Diedersdorf,BB,15831,DE,Germany,micontrol.de,micontrolgmbh,micontrol,0,Software & Technology,0,0,0,$5M - $10M,Small,Software & Technology,Computer & Mobile Devices,,false,Software & Technology,
true,Microcircuit Technologies,microcircuit.co.uk,,,,,match,soundex suggestion,74981683,Microcredit Technologies,74981683,74981683,74981683,Microcredit Technologies,144 Front St W,Toronto,ON,M5J 2L7,CA,Canada,,microcredittechnologies,microcredittechnologies,8,Unclassified,0,0,0,$1M - $5M,Small,Unclassified,Unclassified,,false,Unclassified,
true,microdul,microdul.com,,,,,match,exact domain,96410684,Microdul AG,96410684,96410684,96410684,Microdul,Grubenstrasse 9,Zurich,ZH,8045,CH,Switzerland,microdul.com,microdulag,microdul,0,Manufacturing,1721,0,17,$25M - $50M,Small,Manufacturing,Electronic Equipment,SMB,true,Manufacturing,
true,MicroEJ,microej.com,,,,,match,metaphone name,70916899,Microge SA,70916899,70916899,70916899,Microge,Cl Sanguino 6,Madrid,MD,28044,ES,Spain,microgesa.es,microgesa,microge,3,Software & Technology,0,0,0,$1M - $5M,Small,Software & Technology,Data & Technical Services,SMB,true,Software & Technology,
true,Microelectronic Circuits Centre Ireland,mcci.ie,,,,,match,exact domain name,18481178,MCCI,18481178,18481178,18481178,MCCI,1700 Capital Cir SW,Tallahassee,FL,32310,US,United States,mccinnovations.com,mcci,mcci,0,Printing & Publishing,17564,0,176,$10M - $25M,Small,Printing & Publishing,Printing Services,SMB,true,Printing & Publishing,
true,Microelit,microelit.it,,,,,match,exact domain,9659496,Microelit SPA,115331713,115331713,9659496,Microelit,via Giorgio Washington 0002,Milano,MI,20146,IT,Italy,microelit.it,microelitspa,microelit,0,Manufacturing,0,0,0,$10M - $25M,Small,Manufacturing,Industrial Equipment,SMB,true,Manufacturing,
true,MICROFOX SRL,microfox-it.com,,,,,match,exact domain,66741928,Microfox SRL,66741928,66741928,66741928,Microfox,via Principe di Udine 104/1,Campoformido,UD,33030,IT,Italy,microfox-it.com,microfoxsrl,microfox,0,Wholesale Trade,69,0,1,$1 - $1M,Small,Wholesale Trade,Office Equipment & Electronics,SMB,true,Wholesale Trade,
true,MicroFuzzy,microfuzzy.com,,,,,match,exact domain,123582672,Microfuzzy GmbH,123582672,123582672,123582672,Microfuzzy,,Munich,,80807,DE,Germany,microfuzzy.com,microfuzzygmbh,microfuzzy,0,Business Services,0,0,0,,,Business Services,General,,false,Business Services,
true,Microinnovations,microinnovations.co.uk,,,,,match,metaphone name,111382693,Micronovations LLC,111382693,111382693,111382693,Micronovations,115 Eddie Lee Greene Rd,Gray,GA,31032,US,United States,micronovations.com,micronovations,micronovations,2,Business Services,146,0,1,$1 - $1M,Small,Business Services,Management Consulting,SMB,true,Business Services,
true,microio,microio.pt,,,,,match,exact domain,111038968,Microio - Servicos De Electronica LDA,111038968,111038968,111038968,Microio - Servicos De Electronica LDA,Rua Do Brasil Lote 1 18 Escritorios 8 11 Mirador Business Center,Aveiro,,3800-009,PT,Portugal,microio.pt,microioservicosdeelectronicalda,microioservicosdeelectronicalda,0,Software & Technology,133,0,1,$5M - $10M,Small,Software & Technology,Software Applications,SMB,true,Software & Technology,
true,Micro-Key,microkey.nl,,,,,match,exact domain,68242377,Micro Key BV,68242378,68242378,68242378,Micro Key,Industrieweg 28,Noordhorn,,9804 TG,NL,Netherlands,microkey.nl,microkeybv,microkey,0,Business Services,739,0,7,$1 - $1M,,Business Services,Technical,SMB,true,Business Services,
false,Microlab,microlabprogetti.com,,,,,no match,duplicate input,,,,,,,,,,,,,,,,,,0,0,0,,,,,,false,,
true,Microlab,ntua.gr,,,,,match,exact domain,123589921,National Technical University of Athens,123589921,123589921,123589921,Nat'l Tech. Univ. of Athens,,,,,GR,Greece,ntua.gr,nationaltechnicaluniversityofathens,nat'ltech.univ.ofathens,0,Business Services,831,0,8,$25M - $50M,Small,Business Services,Technical,SMB,true,Business Services,
true,Microlise,microlise.com,,,,,match,exact domain,11411493,Microlise Group Holdings Ltd,11411493,11411493,11411493,Microlise Group Holdings,Microlise Farrington Way Eastwood,Nottingham,NTT,NG16 3AG,GB,United Kingdom,microlise.com,microlisegroupholdings,microlisegroupholdings,0,Software & Technology,974,0,10,$50M - $100M,Mid-Market,Software & Technology,Software Applications,Mid-Market Business,true,Software & Technology,
true,Microlog,microlog.it,,,,,match,exact domain,75780033,Microlog SRL,75780033,75780033,75780033,Microlog,via a' del Miele 8,Casalgrande,,42013,IT,Italy,microlog.it,micrologsrl,microlog,0,Telecommunications,957,0,10,$1M - $5M,Small,Telecommunications,Equipment & Services,SMB,true,Telecommunications,
true,micro management srl,mmicro.it,,,,,match,exact domain,97865371,Micro Management SRL,97865371,97865371,97865371,Micro Management,Vle Europa 13,Brugnera,PN,33070,IT,Italy,mmicro.it,micromanagementsrl,micromanagement,0,Business Services,0,0,0,$1M - $5M,Small,Business Services,Maintenance,SMB,true,Business Services,
true,Micromove,micromove.eu,,,,,match,soundex suggestion,24674915,Micro Moves,24674915,24674915,24674915,Micro Moves,6227 128 St Nw,Edmonton,AB,T6H 3X2,CA,Canada,workercise.com,micromoves,micromoves,2,Recreation,0,0,0,$1 - $1M,Small,Recreation,Parks & Facilities,,false,Recreation,
true,Micron Engineering,micronengineering.it,,,,,match,exact domain,123582699,Micron Engineering Di Manca Massimo,123582699,123582699,123582699,Micron Eng'g Di Manca Massimo,,Pordenone,PN,33170,IT,Italy,micronengineering.it,micronengineeringdimancamassimo,microneng'gdimancamassimo,0,Business Services,1,0,0,$1 - $1M,Small,Business Services,Technical,SMB,true,Business Services,
false,Micronic Mydata,micronic-mydata.com,,,,,no match,duplicate input,,,,,,,,,,,,,,,,,,0,0,0,,,,,,false,,
true,Micronic Mydata,micronic.se,,,,,match,exact domain,74422495,Micronic Laser Systems Inc,9299538,3963287,74422495,Micronic Laser Systems,1922 Zanker Rd,San Jose,CA,95112,US,United States,micronic.se,microniclasersystems,microniclasersystems,0,Wholesale Trade,236,0,2,$100M - $250M,Mid-Market,Wholesale Trade,Office Equipment & Electronics,Mid-Market Business,true,Wholesale Trade,
true,Micronics,micronics.gr,,,,,match,exact domain,108524148,Micronics Sole Shareholder Co Ltd,108524148,108524148,108524148,Micronics Sole Shareholder,46 Kritis,Argyroupoli,,16451,GR,Greece,micronics.gr,micronicssoleshareholder,micronicssoleshareholder,0,Telecommunications,0,0,0,$1 - $1M,,Telecommunications,Equipment & Services,,false,Telecommunications,
true,MicroNova,micronova.de,,,,,match,exact domain,8992415,Micronova AG,8992415,8992415,8992415,Micronova,Bischof Buchberger Str. 23,Jetzendorf,BY,85305,DE,Germany,micronova.de,micronovaag,micronova,0,Software & Technology,0,0,0,$25M - $50M,Mid-Market,Software & Technology,Software Applications,SMB,true,Software & Technology,
true,Micron Semiconductor GmbH,micron.com,,,,,match,exact domain,513583,Micron Technology Inc,513583,513583,513583,Micron,8000 S Federal Way,Boise,ID,83716,US,United States,micron.com,microntechnology,micron,0,Software & Technology,3229695,114531,32297,Over $5B,Enterprise,Software & Technology,Semiconductor,Enterprise Business,true,Software & Technology,
true,Micron-X,micronx.fr,,,,,match,left join metaphone name,73982413,Micronix SRO,113182111,113182111,113182111,Micronix,Antala Staska 1076/33a,Praha Krc,,14000,CZ,Czech Republic,micronix.cz,micronixsro,micronix,3,Manufacturing,117,0,1,$10M - $25M,Small,Manufacturing,Industrial Equipment,SMB,true,Manufacturing,
true,MICROPROSS,micropross.com,,,,,match,exact domain,120669026,Micropross,112631998,112631998,112631998,Micropross,Parc Scien Haute Borne 11 Rue Hubble,Sainghin En Melantois,HDF,59262,FR,France,micropross.com,micropross,micropross,0,Software & Technology,0,0,0,$25M - $50M,Small,Software & Technology,Computer & Mobile Devices,,false,Software & Technology,
true,Microsensory,microsensory.com,,,,,match,metaphone name,1944949,Microsensors Inc,262934,262934,262934,Microsensors,3001 Red Hill Ave Bldg 3,Costa Mesa,CA,92626,US,United States,irvine-sensors.com,microsensors,microsensors,3,Software & Technology,41431,0,414,$1 - $1M,Small,Software & Technology,Semiconductor,SMB,true,Software & Technology,
true,Microsensys GmbH,microsensys.de,,,,,match,exact domain,29385328,Sensys GmbH,29385328,29385328,29385328,Sensys,Brauweilerweg 137,Koeln,NW,50933,DE,Germany,microsensys.de,sensysgmbh,sensys,0,Software & Technology,1159,0,12,,,Software & Technology,Software Applications,SMB,true,Software & Technology,
true,Microsistemisrl,microsistemisrl.it,,,,,match,left join metaphone name,75795273,Microsistemi SRL,75795273,75795273,75795273,Microsistemi,via Carso 9,Beinasco,TO,10092,IT,Italy,,microsistemisrl,microsistemi,2,Automotive,0,0,0,$1 - $1M,Small,Software & Technology,Specialized Equipment,SMB,true,Automotive,
true,microstaxx,microstaxx.de,,,,,match,exact domain,24868190,Microstaxx Gesellschaft Für Informations- und Kommunikationslösungen MBH,24868190,24868190,24868190,Microstaxx G Für Informations- und Kommunikationslösungen,Wilhelm Kuhnert Str. 26,Muenchen,BY,81543,DE,Germany,microstaxx.de,microstaxxgesellschaftfürinformationsundkommunikationslösungenmbh,microstaxxgfürinformationsundkommunikationslösungen,0,Retail & Distribution,1715,0,17,$10M - $25M,Small,Retail & Distribution,Electronics,SMB,true,Retail & Distribution,
true,micro systeme,micro-systeme.de,,,,,match,fulltext name,26174345,Micro System,26174345,26174345,26174345,Micro System,3514 Manor Dr,Vicksburg,MS,39180,US,United States,,microsystem,microsystem,1,Software & Technology,0,0,0,$1M - $5M,Small,Software & Technology,Data & Technical Services,SMB,true,Software & Technology,
true,Micro Systems,micro-systems.it,,,,,match,exact domain,111139018,Micro Systems SPA,111139018,111139018,111139018,Micro Systems,via Bologna 25/27,Novi Di Modena,MO,41016,IT,Italy,micro-systems.it,microsystemsspa,microsystems,0,Automotive,61,0,1,$5M - $10M,Small,Software & Technology,Specialized Equipment,SMB,true,Automotive,
true,microTOOL,microtool.de,,,,,match,exact domain,66503891,Microtool GmbH Software Methoden Training,66503891,66503891,66503891,Microtool,Voltastr. 5,Berlin,BE,13355,DE,Germany,microtool.de,microtoolgmbhsoftwaremethodentraining,microtool,0,Software & Technology,0,0,0,$5M - $10M,Small,Software & Technology,Data & Technical Services,SMB,true,Software & Technology,
true,Micru Silicon Design House Rudolf Reichard,micru.de,,,,,match,soundex suggestion,120711793,Microc Design SRL,120711793,120711793,120711793,Microc Design,Str. Laptari Tei Nr. 1 Bl. 26 Sc. A Et. 9 Ap. 48 Sect. 2,Bucuresti Sectorul 2,,,RO,Romania,microc.ro,microcdesignsrl,microcdesign,61,Software & Technology,0,0,0,$1 - $1M,Small,Software & Technology,Computer & Mobile Devices,,false,Software & Technology,
true,Mier Comunicaciones,mier.es,,,,,match,exact domain,25303909,Mier Comunicaciones SA,120330856,120330856,120330856,Mier Comunicaciones,Poligono Industrial Congost Parc. 4 S,La Garriga,CT,08530,ES,Spain,mier.es,miercomunicacionessa,miercomunicaciones,0,Telecommunications,0,0,0,$25M - $50M,Mid-Market,Telecommunications,Equipment & Services,SMB,true,Telecommunications,
true,Mikes Design,simpson1.me.uk,,,,,match,metaphone name,117911989,MKS Design,117911989,117911989,117911989,MKS Design,84 Rice St,Cambridge,MA,02140,US,United States,mksknife.com,mksdesign,mksdesign,2,Construction,0,0,0,$1M - $5M,Small,Construction,Contractors,,false,Construction,
true,Mike & Weingartner GmbH,mwlaser.de,,,,,match,soundex suggestion,69383978,M. Wiesinger GmbH,69383978,69383978,69383978,M. Wiesinger,Hausnummer 90,St.Aegidi,,4725,AT,Austria,,m.wiesingergmbh,m.wiesinger,31,Manufacturing,0,0,0,$1M - $5M,Small,Manufacturing,Industrial Equipment,SMB,true,Manufacturing,
true,Mike Yates,icloud.com,,,,,match,exact domain,115675788,Eternal Iris Film and Photography Ltd,115675788,115675788,115675788,Eternal Iris Film & Photography,39 Clive Avenue,Stoke-On-Trent,STE,ST2 7HR,GB,United Kingdom,icloud.com,eternalirisfilmphotography,eternalirisfilmphotography,0,Media & Entertainment,0,0,0,,,Media & Entertainment,Production Services,,false,Media & Entertainment,
false,mikro,uni-stuttgart.de,,,,,no match,duplicate match,66635289,Johannes Dörnen Stahlbauwerk GmbH & Co KG,66635289,66635289,66635289,Johannes Dörnen Stahlbauwerk,Doernenstr. 36+ 45,Dortmund,NW,44329,DE,Germany,uni-stuttgart.de,johannesdörnenstahlbauwerkgmbhcokg,johannesdörnenstahlbauwerk,0,Construction,271641,0,2716,$50M - $100M,Small,Construction,Civil Construction,Mid-Market Business,true,Construction,
true,mikron,mikron.de,,,,,match,exact domain,67407346,Mikron AG Für Integrierte Mikroelektronik,67407346,67407346,67407346,Mikron,Am Soeldnermoos 17,Hallbergmoos,BY,85399,DE,Germany,mikron.de,mikronagfürintegriertemikroelektronik,mikron,0,Software & Technology,0,0,0,$5M - $10M,Small,Software & Technology,Electrical Components,SMB,true,Software & Technology,
true,Mikronika,mikronika.com.pl,,,,,match,split domain,25264618,Mikronika Badawczo - Rozwojowa Spoldzielnia Pracy Mikroprocesorowych System,25264618,25264618,25264618,Mikronika Badawczo - Rozwojowa Spoldzielnia Pracy Mikroprocesorowych Sys.,Wykopy 2/4,Poznan,WP,60-001,PL,Poland,mikronika.pl,mikronikabadawczorozwojowaspoldzielniapracymikroprocesorowychsystem,mikronikabadawczorozwojowaspoldzielniapracymikroprocesorowychsys.,0,Software & Technology,688,0,7,$10M - $25M,Small,Software & Technology,Data & Technical Services,SMB,true,Software & Technology,
true,Mikroprojekt,mikroprojekt.hr,,,,,match,split domain,119429592,Mikroprojekt SRO,119429592,119429592,119429592,Mikroprojekt,Budovatelska 1035/9,Turcianske Teplice,,03901,SK,Slovakia,mikroprojekt.sk,mikroprojektsro,mikroprojekt,0,Retail & Distribution,0,0,0,$1 - $1M,Small,Retail & Distribution,Department Stores,,false,Retail & Distribution,
true,Mikrotron,mikrotron.de,,,,,match,exact domain,111216305,Mikrotron Mikrocomputer Digital- und Analogtechnik GmbH,111216305,111216305,111216305,Mikrotron Mikrocomputer Digital- und Analogtechnik,Landshuter Str. 20 22,Unterschleissheim,BY,85716,DE,Germany,mikrotron.de,mikrotronmikrocomputerdigitalundanalogtechnikgmbh,mikrotronmikrocomputerdigitalundanalogtechnik,0,Software & Technology,243,0,2,$5M - $10M,Small,Software & Technology,Software Applications,SMB,true,Software & Technology,
true,MILESYS,milesys.fr,,,,,match,exact domain,73478060,Micro Informatique Logiciel Electronique Systemes,73478060,73478060,73478060,Micro Informatique Logiciel Electronique Systemes,Zac de la Cle Saint Pierre 3 Rue du Groupe Manoukian,Elancourt,IDF,78990,FR,France,milesys.fr,microinformatiquelogicielelectroniquesystemes,microinformatiquelogicielelectroniquesystemes,0,Software & Technology,0,0,0,$5M - $10M,Small,Software & Technology,Data & Technical Services,,false,Software & Technology,
true,Military Communication Institute,wil.waw.pl,,,,,match,exact domain,25100445,Wojskowy Instytut Lacznosci Im. Prof. Dr Hab. Janusza Groszkowskiego,25100445,25100445,25100445,Wojskowy Instytut Lacznosci Im. Prof. Dr Hab. Janusza Groszkowskiego,Warszawska 22a,Zegrze,MZ,05-130,PL,Poland,wil.waw.pl,wojskowyinstytutlacznosciim.prof.drhab.januszagroszkowskiego,wojskowyinstytutlacznosciim.prof.drhab.januszagroszkowskiego,0,Biotech,1069,0,11,$25M - $50M,Mid-Market,Biotech,Research,SMB,true,Biotech,
false,Military Technical Academy,mta.ro,,,,,no match,duplicate match,64042996,New York City Transit Authority,64042688,64042688,64042688,MTA,180 Livingston St Fl 5,Brooklyn,NY,11201,US,United States,mta.info,newyorkcitytransitauthority,mta,0,Transportation & Logistics,6154929,42434,61549,Over $5B,Enterprise,Transportation & Logistics,Local Transit,Enterprise Business,true,Transportation & Logistics,
true,Millbrook Proving Ground,millbrook.co.uk,,,,,match,exact domain,8622013,Millbrook Proving Ground Ltd,10576112,10576112,10576112,Millbrook Proving Ground,Station Lane Millbrook,Bedford,CBF,MK45 2JQ,GB,United Kingdom,millbrook.co.uk,millbrookprovingground,millbrookprovingground,0,Business Services,31518,0,315,$50M - $100M,Small,Business Services,Technical,Mid-Market Business,true,Business Services,
true,Millgate Computer Systems Ltd,millgate.co.uk,,,,,match,exact domain,18465058,Millgate Computer Holdings Ltd,18465058,18465058,18465058,Millgate Computer Holdings,Unit 14 Jessops Riverside 800 Brightside Lane,Sheffield,,S92RX,GB,United Kingdom,millgate.co.uk,millgatecomputerholdings,millgatecomputerholdings,0,Software & Technology,7404,0,74,$25M - $50M,Small,Software & Technology,Software Applications,SMB,true,Software & Technology,
true,Mimos Berhad,mimos.my,,,,,match,soundex suggestion,122523125,Mynic Berhad,122523125,122523125,122523125,Mynic Berhad,3 Jalan Tasik,Seri Kembangan,10,43300,MY,Malaysia,mynic.my,mynicberhad,mynicberhad,9,Software & Technology,181,0,2,$25M - $50M,Mid-Market,Software & Technology,Software Applications,SMB,true,Software & Technology,
true,Minalogic,minalogic.com,,,,,match,soundex suggestion,123583283,Minlog,123583283,123583283,123583283,Minlog,,Irene Centurion,GP,157,ZA,South Africa,minlog.com,minlog,minlog,6,Mining,92,0,1,$5M - $10M,Small,Mining,Materials,SMB,true,Mining,
true,Mindspeed,mindspeed.com,,,,,match,exact domain,60122984,Mindspeed Technologies Inc,66565,13324144,13324144,Mindspeed Technologies,2905 Stender Way,Santa Clara,CA,95054,US,United States,mindspeed.com,mindspeedtechnologies,mindspeedtechnologies,0,Telecommunications,17467,0,175,$500M - $1B,Enterprise,Telecommunications,Telephone,Mid-Market Business,true,Telecommunications,
